TAXON_ORDER	CATEGORY	SPECIES_CODE	PRIMARY_COM_NAME	SCI_NAME	ORDER1	FAMILY	SPECIES_GROUP	REPORT_AS	ott_id	name	rank	tax_sources	flags	match_type	bio_concept_code
1891	species	niwpig1	Nilgiri Wood-Pigeon	Columba elphinstonii	Columbiformes	Columbidae (Pigeons and Doves)			3596483	Columba elphinstonii	species	ncbi:1616660,gbif:5231876,irmng:11212331		canonical_match	5813ADBE
1892	species	ceywop1	Sri Lanka Wood-Pigeon	Columba torringtoniae	Columbiformes	Columbidae (Pigeons and Doves)			3596506	Columba torringtoniae	species	gbif:5788473		canonical_match	EEEDA1B2
1893	species	pacpig1	Pale-capped Pigeon	Columba punicea	Columbiformes	Columbidae (Pigeons and Doves)			3596502	Columba punicea	species	gbif:5231837,irmng:10194966		canonical_match	D5C3E9C9
1894	species	siwpig1	Silvery Wood-Pigeon	Columba argentina	Columbiformes	Columbidae (Pigeons and Doves)			3596492	Columba argentina	species	gbif:5231850,irmng:10195217		canonical_match	036DC7FC
1895	species	anwpig1	Andaman Wood-Pigeon	Columba palumboides	Columbiformes	Columbidae (Pigeons and Doves)			3596501	Columba palumboides	species	gbif:5231816,irmng:11266482		canonical_match	95059E5A
1896	species	jawpig1	Japanese Wood-Pigeon	Columba janthina	Columbiformes	Columbidae (Pigeons and Doves)			87904	Columba janthina	species	ncbi:337444,gbif:5231838,irmng:10663220		canonical_match	E2209F71
1899	species	ryupig1	Ryukyu Pigeon	Columba jouyi	Columbiformes	Columbidae (Pigeons and Doves)			3596499	Columba jouyi	species	ncbi:1914393,gbif:5231869,irmng:10582532		canonical_match	33D2620F
1900	species	bonpig1	Bonin Pigeon	Columba versicolor	Columbiformes	Columbidae (Pigeons and Doves)			3596489	Columba versicolor	species	gbif:5231877,irmng:11097169		canonical_match	0EFF2CA3
1901	species	metpig1	Metallic Pigeon	Columba vitiensis	Columbiformes	Columbidae (Pigeons and Doves)			51607	Columba vitiensis	species	ncbi:796397,gbif:9300216,irmng:10588849		canonical_match	CE7203C7
1911	species	whhpig1	White-headed Pigeon	Columba leucomela	Columbiformes	Columbidae (Pigeons and Doves)			3596508	Columba leucomela	species	ncbi:471126,gbif:5231823,irmng:11303102		canonical_match	8F3CF81A
1912	species	yelpig1	Yellow-legged Pigeon	Columba pallidiceps	Columbiformes	Columbidae (Pigeons and Doves)			3596484	Columba pallidiceps	species	gbif:5231852,irmng:10655458		canonical_match	3C0E1CD4
1914	species	pavpig2	Pale-vented Pigeon	Patagioenas cayennensis	Columbiformes	Columbidae (Pigeons and Doves)			722911	Patagioenas cayennensis	species	ncbi:372332,gbif:2495295,irmng:10601307		canonical_match	A8908194
1920	species	scapig2	Scaled Pigeon	Patagioenas speciosa	Columbiformes	Columbidae (Pigeons and Doves)			773509	Patagioenas speciosa	species	ncbi:372313,gbif:2495339,irmng:11324390		canonical_match	3EAF0903
1921	species	scnpig1	Scaly-naped Pigeon	Patagioenas squamosa	Columbiformes	Columbidae (Pigeons and Doves)			773506	Patagioenas squamosa	species	ncbi:372312,gbif:2495291,gbif:8872500,irmng:10978200		canonical_match	D15BB73D
1922	species	picpig2	Picazuro Pigeon	Patagioenas picazuro	Columbiformes	Columbidae (Pigeons and Doves)			773505	Patagioenas picazuro	species	ncbi:372314,gbif:2495287,irmng:10720972		canonical_match	C7405D19
1925	species	baepig2	Bare-eyed Pigeon	Patagioenas corensis	Columbiformes	Columbidae (Pigeons and Doves)			3596657	Patagioenas corensis	species	gbif:2495331,irmng:10235490		canonical_match	A87AEB78
1926	species	spwpig3	Spot-winged Pigeon	Patagioenas maculosa	Columbiformes	Columbidae (Pigeons and Doves)			773522	Patagioenas maculosa	species	ncbi:372318,gbif:2495335,irmng:11232025		canonical_match	346FC22F
1929	species	whcpig2	White-crowned Pigeon	Patagioenas leucocephala	Columbiformes	Columbidae (Pigeons and Doves)			773513	Patagioenas leucocephala	species	ncbi:372311,gbif:2495310,irmng:10235762		canonical_match	5F571C8A
1930	species	rebpig1	Red-billed Pigeon	Patagioenas flavirostris	Columbiformes	Columbidae (Pigeons and Doves)			722913	Patagioenas flavirostris	species	ncbi:372339,gbif:2495303,irmng:11343056		canonical_match	F8174D40
1935	species	plapig	Plain Pigeon	Patagioenas inornata	Columbiformes	Columbidae (Pigeons and Doves)			96873	Patagioenas inornata	species	ncbi:372345,gbif:2495279,irmng:11164359		canonical_match	C4BD9E16
1939	species	batpig1	Band-tailed Pigeon	Patagioenas fasciata	Columbiformes	Columbidae (Pigeons and Doves)			148378	Patagioenas fasciata	species	ncbi:372321,gbif:2495266,irmng:10464415		canonical_match	31ACA998
1950	species	chipig2	Chilean Pigeon	Patagioenas araucana	Columbiformes	Columbidae (Pigeons and Doves)			722910	Patagioenas araucana	species	ncbi:372330,gbif:2495293,irmng:10235489		canonical_match	2BD38691
1951	species	ritpig	Ring-tailed Pigeon	Patagioenas caribaea	Columbiformes	Columbidae (Pigeons and Doves)			3596655	Patagioenas caribaea	species	gbif:2495329,irmng:11164358		canonical_match	05E3F3DF
1952	species	perpig2	Peruvian Pigeon	Patagioenas oenops	Columbiformes	Columbidae (Pigeons and Doves)			96875	Patagioenas oenops	species	ncbi:372344,gbif:2495312,irmng:10601308		canonical_match	2328CDB8
1953	species	plupig2	Plumbeous Pigeon	Patagioenas plumbea	Columbiformes	Columbidae (Pigeons and Doves)			96866	Patagioenas plumbea	species	ncbi:372349,gbif:2495314,irmng:10235763		canonical_match	CD161B09
1960	species	rudpig	Ruddy Pigeon	Patagioenas subvinacea	Columbiformes	Columbidae (Pigeons and Doves)			671165	Patagioenas subvinacea	species	ncbi:372355,gbif:2495321,irmng:11287944		canonical_match	F4F72BD9
1972	species	shbpig	Short-billed Pigeon	Patagioenas nigrirostris	Columbiformes	Columbidae (Pigeons and Doves)			45505	Patagioenas nigrirostris	species	ncbi:372362,gbif:2495284,irmng:11417219		canonical_match	1D706BD0
1974	species	duspig2	Dusky Pigeon	Patagioenas goodsoni	Columbiformes	Columbidae (Pigeons and Doves)			3596656	Patagioenas goodsoni	species	gbif:2495333,irmng:10235491		canonical_match	A057002F
1976	species	paspig	Passenger Pigeon	Ectopistes migratorius	Columbiformes	Columbidae (Pigeons and Doves)			506098	Ectopistes migratorius	species	ncbi:187118,gbif:2495898,irmng:10458355		canonical_match	D397FE25
1977	species	pinpig2	Pink Pigeon	Nesoenas mayeri	Columbiformes	Columbidae (Pigeons and Doves)			799324	Nesoenas mayeri	species	ncbi:187126,gbif:2495713,irmng:10229334		canonical_match	602F4DD0
1978	species	reupig1	Reunion Pigeon	Nesoenas duboisi	Columbiformes	Columbidae (Pigeons and Doves)			6520315	Nesoenas duboisi	-	additions-6520264-6520323:6520315	-	new_taxon_amendment	6F0D6AB1
1979	species	mautud1	Mauritius Turtle-Dove	Nesoenas cicur	Columbiformes	Columbidae (Pigeons and Doves)			6520314	Nesoenas cicur	-	additions-6520264-6520323:6520314	-	new_taxon_amendment	E54E8DE6
1980	species	rodtud1	Rodrigues Turtle-Dove	Nesoenas rodericanus	Columbiformes	Columbidae (Pigeons and Doves)			6520313	Nesoenas rodericanus	-	additions-6520264-6520323:6520313	-	new_taxon_amendment	2BB91092
1981	species	eutdov	European Turtle-Dove	Streptopelia turtur	Columbiformes	Columbidae (Pigeons and Doves)			801237	Streptopelia turtur	species	ncbi:177155,gbif:2495708,irmng:10761832		canonical_match	5788552B
1986	species	dutdov1	Dusky Turtle-Dove	Streptopelia lugens	Columbiformes	Columbidae (Pigeons and Doves)			3596480	Streptopelia lugens	species	ncbi:1856040,gbif:2495699,irmng:10199809		canonical_match	8770C6A7
1987	species	adtdov1	Adamawa Turtle-Dove	Streptopelia hypopyrrha	Columbiformes	Columbidae (Pigeons and Doves)			277811	Streptopelia hypopyrrha	species	ncbi:177149,gbif:2495666,irmng:10210433		canonical_match	3D386DBA
1988	species	ortdov	Oriental Turtle-Dove	Streptopelia orientalis	Columbiformes	Columbidae (Pigeons and Doves)			549523	Streptopelia orientalis	species	ncbi:36243,gbif:2495681,irmng:10199810		canonical_match	6658BAC5
1995	species	iscdov1	Island Collared-Dove	Streptopelia bitorquata	Columbiformes	Columbidae (Pigeons and Doves)			555900	Streptopelia bitorquata	species	ncbi:177146,gbif:2495720,irmng:10584064		canonical_match	DFC8E556
1996	species	phicod1	Philippine Collared-Dove	Streptopelia dusumieri	Columbiformes	Columbidae (Pigeons and Doves)			6151277	Streptopelia dusumieri	species	gbif:7378868		canonical_match	E9FDB2B9
1997	species	eucdov	Eurasian Collared-Dove	Streptopelia decaocto	Columbiformes	Columbidae (Pigeons and Doves)			277818	Streptopelia decaocto	species	ncbi:177147,worms:558586,gbif:2495696,irmng:10199808		canonical_match	41FACE63
2001	species	afcdov1	African Collared-Dove	Streptopelia roseogrisea	Columbiformes	Columbidae (Pigeons and Doves)			801233	Streptopelia roseogrisea	species	ncbi:177152,gbif:2495688,irmng:11094465		canonical_match	273A4A2F
2007	species	wwcdov1	White-winged Collared-Dove	Streptopelia reichenowi	Columbiformes	Columbidae (Pigeons and Doves)			3596478	Streptopelia reichenowi	species	gbif:2495658,irmng:10956072		canonical_match	65FE8029
2008	species	afmdov1	Mourning Collared-Dove	Streptopelia decipiens	Columbiformes	Columbidae (Pigeons and Doves)			277810	Streptopelia decipiens	species	ncbi:177148,gbif:2495674,irmng:11364031		canonical_match	70BD722B
2015	species	reedov1	Red-eyed Dove	Streptopelia semitorquata	Columbiformes	Columbidae (Pigeons and Doves)			801232	Streptopelia semitorquata	species	ncbi:177153,worms:212730,gbif:2495707,irmng:10840522		canonical_match	9888B3AE
2016	species	rindov	Ring-necked Dove	Streptopelia capicola	Columbiformes	Columbidae (Pigeons and Doves)			244134	Streptopelia capicola	species	ncbi:135634,gbif:2495667,irmng:11256497		canonical_match	AB937AEB
2023	species	vindov1	Vinaceous Dove	Streptopelia vinacea	Columbiformes	Columbidae (Pigeons and Doves)			801240	Streptopelia vinacea	species	ncbi:177156,gbif:2495694,irmng:10799243		canonical_match	DDEF7228
2024	species	recdov1	Red Collared-Dove	Streptopelia tranquebarica	Columbiformes	Columbidae (Pigeons and Doves)			801238	Streptopelia tranquebarica	species	ncbi:177154,gbif:2495691,irmng:10994929		canonical_match	BC140778
2028	species	matdov1	Madagascar Turtle-Dove	Streptopelia picturata	Columbiformes	Columbidae (Pigeons and Doves)			801227	Streptopelia picturata	species	ncbi:177151,gbif:2495700,irmng:11293748		canonical_match	CDDEA7EB
2034	species	spodov	Spotted Dove	Streptopelia chinensis	Columbiformes	Columbidae (Pigeons and Doves)			329078	Streptopelia chinensis	species	ncbi:115700,gbif:2495715,irmng:11097439		canonical_match	C8EF4F36
2039	species	laudov1	Laughing Dove	Streptopelia senegalensis	Columbiformes	Columbidae (Pigeons and Doves)			244136	Streptopelia senegalensis	species	ncbi:135635,gbif:2495659,irmng:10199811		canonical_match	B2D6AB06
2046	species	bacdov1	Barred Cuckoo-Dove	Macropygia unchall	Columbiformes	Columbidae (Pigeons and Doves)			3596628	Macropygia unchall	species	ncbi:1464014,gbif:2496157,irmng:10195540		canonical_match	C0181886
2050	species	brcdov1	Brown Cuckoo-Dove	Macropygia phasianella	Columbiformes	Columbidae (Pigeons and Doves)			358718	Macropygia phasianella	species	ncbi:115675		canonical_match	1CFF2F57
2051	species	ducdov1	Flores Sea Cuckoo-Dove	Macropygia macassariensis	Columbiformes	Columbidae (Pigeons and Doves)			7659210	Macropygia macassariensis	species	gbif:8724034		canonical_match	EDF138FC
2054	species	timcud1	Timor Cuckoo-Dove	Macropygia magna	Columbiformes	Columbidae (Pigeons and Doves)			3596627	Macropygia magna	species	gbif:2496137,irmng:10195261		canonical_match	E3CD28EA
2055	species	tancud1	Tanimbar Cuckoo-Dove	Macropygia timorlaoensis	Columbiformes	Columbidae (Pigeons and Doves)			6151238	Macropygia timorlaoensis	species	gbif:7446249		canonical_match	DA25D77D
2056	species	sbcdov1	Amboyna Cuckoo-Dove	Macropygia amboinensis	Columbiformes	Columbidae (Pigeons and Doves)			956246	Macropygia amboinensis	species	ncbi:444145,gbif:2496170,irmng:10666098		canonical_match	A0F0F910
2067	species	sulcud1	Sultan's Cuckoo-Dove	Macropygia doreya	Columbiformes	Columbidae (Pigeons and Doves)			7659205	Macropygia doreya	species	gbif:9129560		canonical_match	A8BFA3EA
2078	species	ancdov1	Andaman Cuckoo-Dove	Macropygia rufipennis	Columbiformes	Columbidae (Pigeons and Doves)			3596625	Macropygia rufipennis	species	gbif:2496142,irmng:11278857		canonical_match	DC1A2059
2079	species	phcdov1	Philippine Cuckoo-Dove	Macropygia tenuirostris	Columbiformes	Columbidae (Pigeons and Doves)			277823	Macropygia tenuirostris	species	ncbi:177145,gbif:2496191,irmng:10891366		canonical_match	C1066969
2085	species	rucdov1	Ruddy Cuckoo-Dove	Macropygia emiliana	Columbiformes	Columbidae (Pigeons and Doves)			3596626	Macropygia emiliana	species	gbif:2496149,irmng:11315129		canonical_match	4254A9CB
2088	species	engcud1	Enggano Cuckoo-Dove	Macropygia cinnamomea	Columbiformes	Columbidae (Pigeons and Doves)			7659204	Macropygia cinnamomea	species	gbif:9092910		canonical_match	F30B6A47
2089	species	barcud1	Barusan Cuckoo-Dove	Macropygia modiglianii	Columbiformes	Columbidae (Pigeons and Doves)			7659212	Macropygia modiglianii	species	gbif:8864681		canonical_match	94D0405A
2093	species	bbcdov1	Black-billed Cuckoo-Dove	Macropygia nigrirostris	Columbiformes	Columbidae (Pigeons and Doves)			414979	Macropygia nigrirostris	species	ncbi:471132,gbif:2496143,irmng:11398957		canonical_match	8BA75FED
2094	species	macdov1	Mackinlay's Cuckoo-Dove	Macropygia mackinlayi	Columbiformes	Columbidae (Pigeons and Doves)			277822	Macropygia mackinlayi	species	ncbi:177144,gbif:2496144,irmng:10771516		canonical_match	A497EDE2
2097	species	licdov1	Little Cuckoo-Dove	Macropygia ruficeps	Columbiformes	Columbidae (Pigeons and Doves)			3596629	Macropygia ruficeps	species	ncbi:889804,gbif:2496161,irmng:10589951		canonical_match	890C54C3
2107	species	grcdov2	Great Cuckoo-Dove	Reinwardtoena reinwardti	Columbiformes	Columbidae (Pigeons and Doves)			3596474	Reinwardtoena reinwardtii	species	ncbi:471140,gbif:2496031,irmng:10601309		hand_match_eliot	DA7BFF77
2111	species	picdov1	Pied Cuckoo-Dove	Reinwardtoena browni	Columbiformes	Columbidae (Pigeons and Doves)			801226	Reinwardtoena browni	species	ncbi:177158,gbif:2496036,irmng:11163804		canonical_match	567966D3
2112	species	crcdov1	Crested Cuckoo-Dove	Reinwardtoena crassirostris	Columbiformes	Columbidae (Pigeons and Doves)			3596476	Reinwardtoena crassirostris	species	gbif:2496030,irmng:11193236		canonical_match	F7DED186
2113	species	wfcdov1	White-faced Cuckoo-Dove	Turacoena manadensis	Columbiformes	Columbidae (Pigeons and Doves)			430168	Turacoena manadensis	species	ncbi:444151,gbif:2495213,irmng:11219549		canonical_match	D14CE6AB
2114	species	sulcud2	Sula Cuckoo-Dove	Turacoena sulaensis	Columbiformes	Columbidae (Pigeons and Doves)			7659238	Turacoena sulaensis	species	gbif:8949188		canonical_match	E9B2FCFC
2115	species	slacud1	Slaty Cuckoo-Dove	Turacoena modesta	Columbiformes	Columbidae (Pigeons and Doves)			3596514	Turacoena modesta	species	gbif:2495212,irmng:10590516		canonical_match	A8B4CB21
2116	species	eswdov1	Emerald-spotted Wood-Dove	Turtur chalcospilos	Columbiformes	Columbidae (Pigeons and Doves)			1077424	Turtur chalcospilos	species	ncbi:262128,gbif:5231793,irmng:10767185		canonical_match	BDF442F2
2117	species	bbwdov1	Black-billed Wood-Dove	Turtur abyssinicus	Columbiformes	Columbidae (Pigeons and Doves)			3596530	Turtur abyssinicus	species	ncbi:915436,gbif:5231791,irmng:10195542		canonical_match	72B71F11
2118	species	bswdov1	Blue-spotted Wood-Dove	Turtur afer	Columbiformes	Columbidae (Pigeons and Doves)			931107	Turtur afer	species	ncbi:187143,worms:212729,gbif:5231792,irmng:10839799		canonical_match	23D5FC36
2119	species	tamdov1	Tambourine Dove	Turtur tympanistria	Columbiformes	Columbidae (Pigeons and Doves)			150851	Turtur tympanistria	species	ncbi:870970,gbif:5231790,irmng:11429048		canonical_match	7308278F
2120	species	bhwdov1	Blue-headed Wood-Dove	Turtur brehmeri	Columbiformes	Columbidae (Pigeons and Doves)			527660	Turtur brehmeri	species	ncbi:215731,gbif:5231787,irmng:11354821		canonical_match	0CA6EE59
2124	species	namdov1	Namaqua Dove	Oena capensis	Columbiformes	Columbidae (Pigeons and Doves)			975892	Oena capensis	species	ncbi:115679,worms:212728,gbif:2495342,irmng:10195541		canonical_match	DDC2CC92
2127	species	emedov2	Asian Emerald Dove	Chalcophaps indica	Columbiformes	Columbidae (Pigeons and Doves)			1032049	Chalcophaps indica	species	ncbi:187108,gbif:2495840,irmng:10195544		canonical_match	05E5E8F6
2133	species	emedov3	Pacific Emerald Dove	Chalcophaps longirostris	Columbiformes	Columbidae (Pigeons and Doves)			3596523	Chalcophaps longirostris	species	gbif:6101221		canonical_match	826A9742
2139	species	stedov1	Stephan's Dove	Chalcophaps stephani	Columbiformes	Columbidae (Pigeons and Doves)			1077422	Chalcophaps stephani	species	ncbi:262129,gbif:2495836,irmng:10195809		canonical_match	7330DBCF
2143	species	negbro1	New Guinea Bronzewing	Henicophaps albifrons	Columbiformes	Columbidae (Pigeons and Doves)			956249	Henicophaps albifrons	species	ncbi:444142,gbif:2495831,irmng:10715774		canonical_match	A91318C0
2146	species	nebbro1	New Britain Bronzewing	Henicophaps foersteri	Columbiformes	Columbidae (Pigeons and Doves)			3596513	Henicophaps foersteri	species	gbif:2495834,irmng:11084881		canonical_match	0165D38B
2147	species	wegdov1	Wetar Ground Dove	Alopecoenas hoedtii	Columbiformes	Columbidae (Pigeons and Doves)			17164	Gallicolumba hoedtii	species	ncbi:977956,gbif:2495252,irmng:10583056		hand_match_eliot	CD21DBC9
2148	species	frgdov1	Shy Ground Dove	Alopecoenas stairi	Columbiformes	Columbidae (Pigeons and Doves)			7659142	Caloenas stairi	species	gbif:8254561		synonym_match	39CA325C
2149	species	scgdov1	Santa Cruz Ground Dove	Alopecoenas sanctaecrucis	Columbiformes	Columbidae (Pigeons and Doves)			538002	Gallicolumba sanctaecrucis	species	ncbi:977966,gbif:2495219,irmng:10455834		hand_match_eliot	C7C949AE
2150	species	tbgdov1	Thick-billed Ground Dove	Alopecoenas salamonis	Columbiformes	Columbidae (Pigeons and Doves)			3596519	Alopecoenas salamonis	species	ncbi:1914395,gbif:2495254,irmng:10582511		canonical_match	71BE72FC
2151	species	tangrd1	Tanna Ground Dove	Alopecoenas ferrugineus	Columbiformes	Columbidae (Pigeons and Doves)			6520261	Alopecoenas ferrugineus	-	additions-6520260-6520261:6520261	-	new_taxon_amendment	8832822E
2152	species	brgdov1	Bronze Ground Dove	Alopecoenas beccarii	Columbiformes	Columbidae (Pigeons and Doves)			550862	Alopecoenas beccarii	species	ncbi:262131,irmng:10663968		canonical_match	6B1966F8
2161	species	pagdov1	Palau Ground Dove	Alopecoenas canifrons	Columbiformes	Columbidae (Pigeons and Doves)			17148	Gallicolumba canifrons	species	ncbi:977958,gbif:2495215,irmng:11212611		hand_match_eliot	40866A35
2162	species	wbgdov1	White-bibbed Ground Dove	Alopecoenas jobiensis	Columbiformes	Columbidae (Pigeons and Doves)			380071	Gallicolumba jobiensis	species	ncbi:444139,gbif:2495216,irmng:11354929		hand_match_eliot	424F7705
2165	species	margrd1	Marquesas Ground Dove	Alopecoenas rubescens	Columbiformes	Columbidae (Pigeons and Doves)			537999	Gallicolumba rubescens	species	ncbi:977964,gbif:2495253,irmng:10954968		synonym_match	AA66FD08
2166	species	cigdov1	Caroline Islands Ground Dove	Alopecoenas kubaryi	Columbiformes	Columbidae (Pigeons and Doves)			538008	Gallicolumba kubaryi	species	ncbi:977962,gbif:2495256,irmng:10582512		hand_match_eliot	2E50E5DA
2167	species	pogdov1	Polynesian Ground Dove	Alopecoenas erythropterus	Columbiformes	Columbidae (Pigeons and Doves)			538006	Gallicolumba erythroptera	species	ncbi:977960,gbif:2495238,irmng:10197096		synonym_match	DD2985FA
2168	species	wtgdov1	White-throated Ground Dove	Alopecoenas xanthonurus	Columbiformes	Columbidae (Pigeons and Doves)			538011	Gallicolumba xanthonura	species	ncbi:977968,gbif:2495249,irmng:11353547		hand_match_eliot	41AF6D10
2169	species	norgrd1	Norfolk Ground Dove	Alopecoenas norfolkensis	Columbiformes	Columbidae (Pigeons and Doves)			6520260	Alopecoenas norfolkensis	-	additions-6520260-6520261:6520260	-	new_taxon_amendment	8D0BB075
2170	species	combro1	Common Bronzewing	Phaps chalcoptera	Columbiformes	Columbidae (Pigeons and Doves)			28965	Phaps chalcoptera	species	ncbi:115695,gbif:2495195,irmng:10196821		canonical_match	8D30DDA6
2171	species	brubro1	Brush Bronzewing	Phaps elegans	Columbiformes	Columbidae (Pigeons and Doves)			3596603	Phaps elegans	species	ncbi:471137,gbif:2495197,irmng:10196822		canonical_match	020BE546
2174	species	flobro1	Flock Bronzewing	Phaps histrionica	Columbiformes	Columbidae (Pigeons and Doves)			3596604	Phaps histrionica	species	ncbi:471138,gbif:2495196,irmng:10196823		canonical_match	9560088E
2175	species	crepig1	Crested Pigeon	Ocyphaps lophotes	Columbiformes	Columbidae (Pigeons and Doves)			392967	Ocyphaps lophotes	species	ncbi:187128,gbif:2495190,irmng:10695601		canonical_match	245D312A
2178	species	spipig2	Spinifex Pigeon	Geophaps plumifera	Columbiformes	Columbidae (Pigeons and Doves)			147369	Geophaps plumifera	species	ncbi:471128,gbif:2495395,irmng:10459264		canonical_match	FFEE836B
2183	species	squpig1	Squatter Pigeon	Geophaps scripta	Columbiformes	Columbidae (Pigeons and Doves)			3596659	Geophaps scripta	species	ncbi:471129,gbif:2495391,irmng:11203372		canonical_match	AD62DDA5
2186	species	parpig1	Partridge Pigeon	Geophaps smithii	Columbiformes	Columbidae (Pigeons and Doves)			3596658	Geophaps smithii	species	ncbi:471130,gbif:2495400,irmng:10216045		canonical_match	888803D1
2189	species	cqrpig1	Chestnut-quilled Rock-Pigeon	Petrophassa rufipennis	Columbiformes	Columbidae (Pigeons and Doves)			3596664	Petrophassa rufipennis	species	ncbi:471135,gbif:2496038,irmng:10196820		canonical_match	9D10537C
2190	species	wqrpig1	White-quilled Rock-Pigeon	Petrophassa albipennis	Columbiformes	Columbidae (Pigeons and Doves)			956245	Petrophassa albipennis	species	ncbi:444146,gbif:2496039,irmng:10857509		canonical_match	5AC3491A
2193	species	wonpig1	Wonga Pigeon	Leucosarcia melanoleuca	Columbiformes	Columbidae (Pigeons and Doves)			358714	Leucosarcia melanoleuca	species	ncbi:115673,gbif:2495910,irmng:11075631		canonical_match	E91C72D9
2194	species	diadov1	Diamond Dove	Geopelia cuneata	Columbiformes	Columbidae (Pigeons and Doves)			449654	Geopelia cuneata	species	ncbi:115648,gbif:2495494,irmng:10196793		canonical_match	4A80DFC5
2195	species	zebdov	Zebra Dove	Geopelia striata	Columbiformes	Columbidae (Pigeons and Doves)			956251	Geopelia striata	species	ncbi:444140,gbif:2495486,irmng:10897712		canonical_match	91C3A5E9
2196	species	peadov1	Peaceful Dove	Geopelia placida	Columbiformes	Columbidae (Pigeons and Doves)			3596612	Geopelia placida	species	ncbi:471127,gbif:2495495,irmng:11232573		canonical_match	8DF7FC3F
2200	species	bardov2	Barred Dove	Geopelia maugeus	Columbiformes	Columbidae (Pigeons and Doves)			3596614	Geopelia maugei	species	gbif:2495492,irmng:10235488		synonym_match	745E4C3D
2201	species	basdov1	Bar-shouldered Dove	Geopelia humeralis	Columbiformes	Columbidae (Pigeons and Doves)			3596611	Geopelia humeralis	species	ncbi:915432,gbif:2495487,irmng:10590515		canonical_match	A39F91F0
2205	species	incdov	Inca Dove	Columbina inca	Columbiformes	Columbidae (Pigeons and Doves)			846250	Columbina inca	species	ncbi:115616,gbif:2495863,irmng:10195518		canonical_match	BFE74235
2206	species	cogdov	Common Ground Dove	Columbina passerina	Columbiformes	Columbidae (Pigeons and Doves)			157208	Columbina passerina	species	ncbi:111974,gbif:2495869,irmng:10199554		canonical_match	F9AED548
2225	species	pbgdov1	Plain-breasted Ground Dove	Columbina minuta	Columbiformes	Columbidae (Pigeons and Doves)			54386	Columbina minuta	species	ncbi:115617,gbif:2495853,irmng:11067083		canonical_match	37691FA2
2230	species	rugdov	Ruddy Ground Dove	Columbina talpacoti	Columbiformes	Columbidae (Pigeons and Doves)			388536	Columbina talpacoti	species	ncbi:504887,gbif:2495858,irmng:11353546		canonical_match	ADD11A5F
2236	species	ecgdov1	Ecuadorian Ground Dove	Columbina buckleyi	Columbiformes	Columbidae (Pigeons and Doves)			3596517	Columbina buckleyi	species	ncbi:580600,gbif:2495892,irmng:11281304		canonical_match	19BFB346
2237	species	scadov1	Scaled Dove	Columbina squammata	Columbiformes	Columbidae (Pigeons and Doves)			28925	Scardafella squammata	species	ncbi:115699,gbif:2495888,irmng:10995217		synonym_match	26085D75
2240	species	pigdov1	Picui Ground Dove	Columbina picui	Columbiformes	Columbidae (Pigeons and Doves)			54405	Columbina picui	species	ncbi:115618,gbif:2495865,irmng:10666097		canonical_match	C5E145EC
2243	species	crgdov1	Croaking Ground Dove	Columbina cruziana	Columbiformes	Columbidae (Pigeons and Doves)			1032048	Columbina cruziana	species	ncbi:187109,gbif:2495891,irmng:10935422		canonical_match	E981792A
2244	species	begdov2	Blue-eyed Ground Dove	Columbina cyanopis	Columbiformes	Columbidae (Pigeons and Doves)			3596516	Columbina cyanopis	species	gbif:2495868,irmng:11386442		canonical_match	C6FA453A
2246	species	blgdov1	Blue Ground Dove	Claravis pretiosa	Columbiformes	Columbidae (Pigeons and Doves)			604964	Claravis pretiosa	species	ncbi:115590,gbif:2495922,irmng:10856333		canonical_match	C4C9F313
2247	species	mcgdov1	Maroon-chested Ground Dove	Paraclaravis mondetoura	Columbiformes	Columbidae (Pigeons and Doves)			3596630	Claravis mondetoura	species	ncbi:1485173,gbif:2495914,irmng:10197092		hand_match_eliot	B3FE23FB
2254	species	pwgdov1	Purple-winged Ground Dove	Paraclaravis geoffroyi	Columbiformes	Columbidae (Pigeons and Doves)			3596632	Claravis geoffroyi	species	ncbi:1955012,gbif:6101228		hand_match_eliot	1652D541
2255	species	bfgdov1	Bare-faced Ground Dove	Metriopelia ceciliae	Columbiformes	Columbidae (Pigeons and Doves)			143598	Metriopelia ceciliae	species	ncbi:115677,gbif:2495172,irmng:10197094		canonical_match	2F40A0F8
2259	species	begdov1	Bare-eyed Ground Dove	Metriopelia morenoi	Columbiformes	Columbidae (Pigeons and Doves)			550855	Metriopelia morenoi	species	ncbi:262136,gbif:2495176,irmng:10909569		canonical_match	D6484023
2260	species	bwgdov1	Black-winged Ground Dove	Metriopelia melanoptera	Columbiformes	Columbidae (Pigeons and Doves)			414969	Metriopelia melanoptera	species	ncbi:471134,gbif:2495178,irmng:10197095		canonical_match	C28815B3
2263	species	gsgdov1	Golden-spotted Ground Dove	Metriopelia aymara	Columbiformes	Columbidae (Pigeons and Doves)			414980	Metriopelia aymara	species	ncbi:471133,gbif:2495177,irmng:10197093		canonical_match	A12A84C3
2264	species	ltgdov1	Long-tailed Ground Dove	Uropelia campestris	Columbiformes	Columbidae (Pigeons and Doves)			430170	Uropelia campestris	species	ncbi:444153,gbif:2495380,irmng:11373486		canonical_match	B83876CC
2265	species	bhqdov1	Blue-headed Quail-Dove	Starnoenas cyanocephala	Columbiformes	Columbidae (Pigeons and Doves)			3596672	Starnoenas cyanocephala	species	gbif:2496135,irmng:10767187		canonical_match	F117ED15
